DATE,OPEN
2016-12-14T12:06:00+0530,1340.85
2016-12-14T12:07:00+0530,1340.55
2016-12-14T12:08:00+0530,1340.55
2016-12-14T12:09:00+0530,1341.3
2016-12-14T12:10:00+0530,1341.95
2016-12-14T12:11:00+0530,1340.55
2016-12-14T12:12:00+0530,1341.85
2016-12-14T12:13:00+0530,1341.85
2016-12-14T12:14:00+0530,1341.15
2016-12-14T12:15:00+0530,1341.7
2016-12-14T12:16:00+0530,1341
2016-12-14T12:17:00+0530,1341.5
2016-12-14T12:18:00+0530,1341.05
2016-12-14T12:19:00+0530,1341.05
2016-12-14T12:20:00+0530,1341.5
2016-12-14T12:21:00+0530,1342
2016-12-14T12:22:00+0530,1340.7
2016-12-14T12:23:00+0530,1341.05
2016-12-14T12:24:00+0530,1342
2016-12-14T12:25:00+0530,1340.8
2016-12-14T12:26:00+0530,1341
2016-12-14T12:27:00+0530,1341
2016-12-14T12:28:00+0530,1341.1
2016-12-14T12:29:00+0530,1342.75
2016-12-14T12:30:00+0530,1342
2016-12-14T12:31:00+0530,1341.6
2016-12-14T12:32:00+0530,1342.2
2016-12-14T12:33:00+0530,1342.1
2016-12-14T12:34:00+0530,1340.55
2016-12-14T12:35:00+0530,1341
2016-12-14T12:36:00+0530,1341.95
2016-12-14T12:37:00+0530,1340.55
2016-12-14T12:38:00+0530,1338.55
2016-12-14T12:39:00+0530,1338.85
2016-12-14T12:40:00+0530,1338.15
2016-12-14T12:41:00+0530,1339
2016-12-14T12:42:00+0530,1338.2
2016-12-14T12:43:00+0530,1338.25
2016-12-14T12:44:00+0530,1339.25
2016-12-14T12:45:00+0530,1339
2016-12-14T12:46:00+0530,1338.95
2016-12-14T12:47:00+0530,1337
2016-12-14T12:48:00+0530,1336
2016-12-14T12:49:00+0530,1335.8
2016-12-14T12:50:00+0530,1335.3
2016-12-14T12:51:00+0530,1335.25
2016-12-14T12:52:00+0530,1335.25
2016-12-14T12:53:00+0530,1336.55
2016-12-14T12:54:00+0530,1335.7
2016-12-14T12:55:00+0530,1335.5
2016-12-14T12:56:00+0530,1335.25
2016-12-14T12:57:00+0530,1335.6
2016-12-14T12:58:00+0530,1335.6
2016-12-14T12:59:00+0530,1335.05
2016-12-14T13:00:00+0530,1336
2016-12-14T13:01:00+0530,1335.65
2016-12-14T13:02:00+0530,1336.95
2016-12-14T13:03:00+0530,1336.1
2016-12-14T13:04:00+0530,1336.15
2016-12-14T13:05:00+0530,1335.5
2016-12-14T13:06:00+0530,1336
2016-12-14T13:07:00+0530,1325
2016-12-14T13:08:00+0530,1328
2016-12-14T13:09:00+0530,1324
2016-12-14T13:10:00+0530,1323
2016-12-14T13:11:00+0530,1324.95
2016-12-14T13:12:00+0530,1324.3
2016-12-14T13:13:00+0530,1323.15
2016-12-14T13:14:00+0530,1323.1
2016-12-14T13:15:00+0530,1321
2016-12-14T13:16:00+0530,1323.95
2016-12-14T13:17:00+0530,1324.9
2016-12-14T13:18:00+0530,1322.2
2016-12-14T13:19:00+0530,1322
2016-12-14T13:20:00+0530,1323.45
2016-12-14T13:21:00+0530,1323.5
2016-12-14T13:22:00+0530,1323.95
2016-12-14T13:23:00+0530,1323.9
2016-12-14T13:24:00+0530,1322.25
2016-12-14T13:25:00+0530,1323
2016-12-14T13:26:00+0530,1323.5
2016-12-14T13:27:00+0530,1321.95
2016-12-14T13:28:00+0530,1317.05
2016-12-14T13:29:00+0530,1319.6
2016-12-14T13:30:00+0530,1319
2016-12-14T13:31:00+0530,1317
2016-12-14T13:32:00+0530,1317.05
2016-12-14T13:33:00+0530,1317.1
2016-12-14T13:34:00+0530,1319.5
2016-12-14T13:35:00+0530,1318.5
2016-12-14T13:36:00+0530,1321
2016-12-14T13:37:00+0530,1319.05
2016-12-14T13:38:00+0530,1321.65
2016-12-14T13:39:00+0530,1319
2016-12-14T13:40:00+0530,1320.05
2016-12-14T13:41:00+0530,1320
2016-12-14T13:42:00+0530,1319
2016-12-14T13:43:00+0530,1320.75
2016-12-14T13:44:00+0530,1321.85
2016-12-14T13:45:00+0530,1323.65
2016-12-14T13:46:00+0530,1322
2016-12-14T13:47:00+0530,1321.5
2016-12-14T13:48:00+0530,1323.4
2016-12-14T13:49:00+0530,1322.85
2016-12-14T13:50:00+0530,1322.1
2016-12-14T13:51:00+0530,1322.6
2016-12-14T13:52:00+0530,1323.3
2016-12-14T13:53:00+0530,1326
2016-12-14T13:54:00+0530,1325
2016-12-14T13:55:00+0530,1322.25
2016-12-14T13:56:00+0530,1323.15
2016-12-14T13:57:00+0530,1324.5
2016-12-14T13:58:00+0530,1324.7
2016-12-14T13:59:00+0530,1323.05
2016-12-14T14:00:00+0530,1323.35
2016-12-14T14:01:00+0530,1324.45
2016-12-14T14:02:00+0530,1324.4
2016-12-14T14:03:00+0530,1324.5
2016-12-14T14:04:00+0530,1321.5
2016-12-14T14:05:00+0530,1323
2016-12-14T14:06:00+0530,1322.9
2016-12-14T14:07:00+0530,1322
2016-12-14T14:08:00+0530,1321.15
2016-12-14T14:09:00+0530,1320.35
2016-12-14T14:10:00+0530,1320.55
2016-12-14T14:11:00+0530,1324
2016-12-14T14:12:00+0530,1326
2016-12-14T14:13:00+0530,1324.45
2016-12-14T14:14:00+0530,1324.75
2016-12-14T14:15:00+0530,1324.05
2016-12-14T14:16:00+0530,1322.95
2016-12-14T14:17:00+0530,1322.1
2016-12-14T14:18:00+0530,1324
2016-12-14T14:19:00+0530,1324.95
2016-12-14T14:20:00+0530,1323.7
2016-12-14T14:21:00+0530,1323.55
2016-12-14T14:22:00+0530,1323.6
2016-12-14T14:23:00+0530,1324
2016-12-14T14:24:00+0530,1323.8
2016-12-14T14:25:00+0530,1322.35
2016-12-14T14:26:00+0530,1323.25
2016-12-14T14:27:00+0530,1322.55
2016-12-14T14:28:00+0530,1324
2016-12-14T14:29:00+0530,1323.9
2016-12-14T14:30:00+0530,1323.6
2016-12-14T14:31:00+0530,1323.1
2016-12-14T14:32:00+0530,1322.35
2016-12-14T14:33:00+0530,1323.05
2016-12-14T14:34:00+0530,1323.05
2016-12-14T14:35:00+0530,1323.6
2016-12-14T14:36:00+0530,1322
2016-12-14T14:37:00+0530,1321.9
2016-12-14T14:38:00+0530,1319
2016-12-14T14:39:00+0530,1319.4
2016-12-14T14:40:00+0530,1319
2016-12-14T14:41:00+0530,1319.05
2016-12-14T14:42:00+0530,1318.55
2016-12-14T14:43:00+0530,1319.65
2016-12-14T14:44:00+0530,1318.8
2016-12-14T14:45:00+0530,1319.9
2016-12-14T14:46:00+0530,1321
2016-12-14T14:47:00+0530,1320
2016-12-14T14:48:00+0530,1318.5
2016-12-14T14:49:00+0530,1314
2016-12-14T14:50:00+0530,1311.1
2016-12-14T14:51:00+0530,1312
2016-12-14T14:52:00+0530,1310
2016-12-14T14:53:00+0530,1307.5
2016-12-14T14:54:00+0530,1314
2016-12-14T14:55:00+0530,1310.65
2016-12-14T14:56:00+0530,1313.9
2016-12-14T14:57:00+0530,1313.7
2016-12-14T14:58:00+0530,1312.7
2016-12-14T14:59:00+0530,1313.3
2016-12-14T15:00:00+0530,1312
2016-12-14T15:01:00+0530,1310
2016-12-14T15:02:00+0530,1310
2016-12-14T15:03:00+0530,1306.9
2016-12-14T15:04:00+0530,1305.85
2016-12-14T15:05:00+0530,1307
2016-12-14T15:06:00+0530,1306.75
2016-12-14T15:07:00+0530,1307.75
2016-12-14T15:08:00+0530,1309
2016-12-14T15:09:00+0530,1309.15
2016-12-14T15:10:00+0530,1306.55
2016-12-14T15:11:00+0530,1307.05
2016-12-14T15:12:00+0530,1306.6
2016-12-14T15:13:00+0530,1308.7
2016-12-14T15:14:00+0530,1308
2016-12-14T15:15:00+0530,1306.65
2016-12-14T15:16:00+0530,1304.75
2016-12-14T15:17:00+0530,1302
2016-12-14T15:18:00+0530,1303
2016-12-14T15:19:00+0530,1296
2016-12-14T15:20:00+0530,1292.75
2016-12-14T15:21:00+0530,1292
2016-12-14T15:22:00+0530,1296
2016-12-14T15:23:00+0530,1302.1
2016-12-14T15:24:00+0530,1302
2016-12-14T15:25:00+0530,1303.95
2016-12-14T15:26:00+0530,1304.05
2016-12-14T15:27:00+0530,1304.1
2016-12-14T15:28:00+0530,1303.75
2016-12-14T15:29:00+0530,1304.5
2016-12-15T09:15:00+0530,1296.95
2016-12-15T09:16:00+0530,1293.45
2016-12-15T09:17:00+0530,1294.05
2016-12-15T09:18:00+0530,1299.8
2016-12-15T09:19:00+0530,1309.2
2016-12-15T09:20:00+0530,1313
2016-12-15T09:21:00+0530,1318.95
2016-12-15T09:22:00+0530,1320
2016-12-15T09:23:00+0530,1319
2016-12-15T09:24:00+0530,1323.9
2016-12-15T09:25:00+0530,1322.45
2016-12-15T09:26:00+0530,1321.15
2016-12-15T09:27:00+0530,1321.95
2016-12-15T09:28:00+0530,1320.85
2016-12-15T09:29:00+0530,1326.9
2016-12-15T09:30:00+0530,1331
2016-12-15T09:31:00+0530,1329.5
2016-12-15T09:32:00+0530,1330.85
2016-12-15T09:33:00+0530,1330
2016-12-15T09:34:00+0530,1333
2016-12-15T09:35:00+0530,1332.8
2016-12-15T09:36:00+0530,1332.65
2016-12-15T09:37:00+0530,1332.75
2016-12-15T09:38:00+0530,1330.45
2016-12-15T09:39:00+0530,1327.25
2016-12-15T09:40:00+0530,1330.05
2016-12-15T09:41:00+0530,1330.05
2016-12-15T09:42:00+0530,1331.1
2016-12-15T09:43:00+0530,1331.55
2016-12-15T09:44:00+0530,1330.7
2016-12-15T09:45:00+0530,1330.95
2016-12-15T09:46:00+0530,1329
2016-12-15T09:47:00+0530,1330
2016-12-15T09:48:00+0530,1327.35
2016-12-15T09:49:00+0530,1328.05
2016-12-15T09:50:00+0530,1327.05
2016-12-15T09:51:00+0530,1328.95
2016-12-15T09:52:00+0530,1328.45
2016-12-15T09:53:00+0530,1327.55
2016-12-15T09:54:00+0530,1329
2016-12-15T09:55:00+0530,1328
2016-12-15T09:56:00+0530,1327.95
2016-12-15T09:57:00+0530,1329
2016-12-15T09:58:00+0530,1328.95
2016-12-15T09:59:00+0530,1328.8
2016-12-15T10:00:00+0530,1330
2016-12-15T10:01:00+0530,1329.2
2016-12-15T10:02:00+0530,1330
2016-12-15T10:03:00+0530,1329.15
2016-12-15T10:04:00+0530,1329.95
2016-12-15T10:05:00+0530,1329.25
2016-12-15T10:06:00+0530,1329.2
2016-12-15T10:07:00+0530,1328.1
2016-12-15T10:08:00+0530,1327.55
2016-12-15T10:09:00+0530,1326.5
2016-12-15T10:10:00+0530,1323.25
2016-12-15T10:11:00+0530,1323.65
2016-12-15T10:12:00+0530,1325
2016-12-15T10:13:00+0530,1324.95
2016-12-15T10:14:00+0530,1324
2016-12-15T10:15:00+0530,1325
2016-12-15T10:16:00+0530,1325.45
2016-12-15T10:17:00+0530,1327.7
2016-12-15T10:18:00+0530,1328.9
2016-12-15T10:19:00+0530,1328.5
2016-12-15T10:20:00+0530,1328.05
2016-12-15T10:21:00+0530,1328
2016-12-15T10:22:00+0530,1328.95
2016-12-15T10:23:00+0530,1329
2016-12-15T10:24:00+0530,1328.85
2016-12-15T10:25:00+0530,1328.85
2016-12-15T10:26:00+0530,1328.8
2016-12-15T10:27:00+0530,1325.3
2016-12-15T10:28:00+0530,1326.75
2016-12-15T10:29:00+0530,1327.35
2016-12-15T10:30:00+0530,1326.95
2016-12-15T10:31:00+0530,1326.85
2016-12-15T10:32:00+0530,1326.8
2016-12-15T10:33:00+0530,1325.95
2016-12-15T10:34:00+0530,1325.7
2016-12-15T10:35:00+0530,1325.45
2016-12-15T10:36:00+0530,1324.95
2016-12-15T10:37:00+0530,1324.9
2016-12-15T10:38:00+0530,1324
2016-12-15T10:39:00+0530,1326.7
2016-12-15T10:40:00+0530,1325.1
2016-12-15T10:41:00+0530,1325
2016-12-15T10:42:00+0530,1325.45
2016-12-15T10:43:00+0530,1324.5
2016-12-15T10:44:00+0530,1326.8
2016-12-15T10:45:00+0530,1324.05
2016-12-15T10:46:00+0530,1324.7
2016-12-15T10:47:00+0530,1324.5
2016-12-15T10:48:00+0530,1324.8
2016-12-15T10:49:00+0530,1324.1
2016-12-15T10:50:00+0530,1323.7
2016-12-15T10:51:00+0530,1323.45
2016-12-15T10:52:00+0530,1322.35
2016-12-15T10:53:00+0530,1323.1
2016-12-15T10:54:00+0530,1322.45
2016-12-15T10:55:00+0530,1320.55
2016-12-15T10:56:00+0530,1320.6
2016-12-15T10:57:00+0530,1321.35
2016-12-15T10:58:00+0530,1322.5
2016-12-15T10:59:00+0530,1321.95
2016-12-15T11:00:00+0530,1321.7
2016-12-15T11:01:00+0530,1321.45
2016-12-15T11:02:00+0530,1321
2016-12-15T11:03:00+0530,1321.45
2016-12-15T11:04:00+0530,1319.05
2016-12-15T11:05:00+0530,1317.9
2016-12-15T11:06:00+0530,1317.1
2016-12-15T11:07:00+0530,1319.85
2016-12-15T11:08:00+0530,1321
2016-12-15T11:09:00+0530,1321.75
2016-12-15T11:10:00+0530,1320.1
2016-12-15T11:11:00+0530,1320.05
2016-12-15T11:12:00+0530,1322.2
2016-12-15T11:13:00+0530,1321.95
2016-12-15T11:14:00+0530,1322.4
2016-12-15T11:15:00+0530,1321
2016-12-15T11:16:00+0530,1320.75
2016-12-15T11:17:00+0530,1320.75
2016-12-15T11:18:00+0530,1320.65
2016-12-15T11:19:00+0530,1317.05
2016-12-15T11:20:00+0530,1317.25
2016-12-15T11:21:00+0530,1315
2016-12-15T11:22:00+0530,1315.75
2016-12-15T11:23:00+0530,1314
2016-12-15T11:24:00+0530,1316.95
2016-12-15T11:25:00+0530,1313
2016-12-15T11:26:00+0530,1313.15
2016-12-15T11:27:00+0530,1314.55
2016-12-15T11:28:00+0530,1313.95
2016-12-15T11:29:00+0530,1312.5
2016-12-15T11:30:00+0530,1311.85
2016-12-15T11:31:00+0530,1311.1
2016-12-15T11:32:00+0530,1312.6
2016-12-15T11:33:00+0530,1312.25
2016-12-15T11:34:00+0530,1310.4
2016-12-15T11:35:00+0530,1310.4
2016-12-15T11:36:00+0530,1308.6
2016-12-15T11:37:00+0530,1310.45
2016-12-15T11:38:00+0530,1311.05
2016-12-15T11:39:00+0530,1311.4
2016-12-15T11:40:00+0530,1311
2016-12-15T11:41:00+0530,1310.85
2016-12-15T11:42:00+0530,1309.3
2016-12-15T11:43:00+0530,1310.45
2016-12-15T11:44:00+0530,1309.3
2016-12-15T11:45:00+0530,1309.3
2016-12-15T11:46:00+0530,1309.7
2016-12-15T11:47:00+0530,1309.05
2016-12-15T11:48:00+0530,1309.95
2016-12-15T11:49:00+0530,1309.95
2016-12-15T11:50:00+0530,1309.85
2016-12-15T11:51:00+0530,1309.8
2016-12-15T11:52:00+0530,1308.55
2016-12-15T11:53:00+0530,1309.05
2016-12-15T11:54:00+0530,1308.6
2016-12-15T11:55:00+0530,1308.45
2016-12-15T11:56:00+0530,1307
2016-12-15T11:57:00+0530,1309.85
2016-12-15T11:58:00+0530,1309.85
2016-12-15T11:59:00+0530,1308.05
2016-12-15T12:00:00+0530,1309.5
2016-12-15T12:01:00+0530,1309.65
2016-12-15T12:02:00+0530,1309.95
2016-12-15T12:03:00+0530,1309.05
2016-12-15T12:04:00+0530,1310
2016-12-15T12:05:00+0530,1309.25
2016-12-15T12:06:00+0530,1309
2016-12-15T12:07:00+0530,1308.1
2016-12-15T12:08:00+0530,1308.95
2016-12-15T12:09:00+0530,1309
2016-12-15T12:10:00+0530,1308
2016-12-15T12:11:00+0530,1307.5
2016-12-15T12:12:00+0530,1308.6
2016-12-15T12:13:00+0530,1308
2016-12-15T12:14:00+0530,1308.4
2016-12-15T12:15:00+0530,1308.65
2016-12-15T12:16:00+0530,1307.25
2016-12-15T12:17:00+0530,1307.4
2016-12-15T12:18:00+0530,1307.25
2016-12-15T12:19:00+0530,1307.3
2016-12-15T12:20:00+0530,1308
2016-12-15T12:21:00+0530,1308.6
2016-12-15T12:22:00+0530,1308.6
2016-12-15T12:23:00+0530,1308.6
2016-12-15T12:24:00+0530,1309.9
2016-12-15T12:25:00+0530,1309.6
2016-12-15T12:26:00+0530,1310
2016-12-15T12:27:00+0530,1309.95
2016-12-15T12:28:00+0530,1309
2016-12-15T12:29:00+0530,1309
2016-12-15T12:30:00+0530,1309.5
2016-12-15T12:31:00+0530,1309
2016-12-15T12:32:00+0530,1308.65
2016-12-15T12:33:00+0530,1308.65
2016-12-15T12:34:00+0530,1308.9
2016-12-15T12:35:00+0530,1308.05
2016-12-15T12:36:00+0530,1309.75
2016-12-15T12:37:00+0530,1308.3
2016-12-15T12:38:00+0530,1309.75
2016-12-15T12:39:00+0530,1308.95
2016-12-15T12:40:00+0530,1308.1
2016-12-15T12:41:00+0530,1308
2016-12-15T12:42:00+0530,1309
2016-12-15T12:43:00+0530,1308.65
2016-12-15T12:44:00+0530,1308.65
2016-12-15T12:45:00+0530,1308.65
2016-12-15T12:46:00+0530,1308.9
2016-12-15T12:47:00+0530,1308.65
2016-12-15T12:48:00+0530,1308.6
2016-12-15T12:49:00+0530,1308.6
2016-12-15T12:50:00+0530,1310.45
2016-12-15T12:51:00+0530,1312.65
2016-12-15T12:52:00+0530,1311.65
2016-12-15T12:53:00+0530,1313.7
2016-12-15T12:54:00+0530,1313.85
2016-12-15T12:55:00+0530,1311.7
2016-12-15T12:56:00+0530,1311.7
2016-12-15T12:57:00+0530,1310
2016-12-15T12:58:00+0530,1308.55
2016-12-15T12:59:00+0530,1309.95
2016-12-15T13:00:00+0530,1309.85
2016-12-15T13:01:00+0530,1308.1
2016-12-15T13:02:00+0530,1308.05
2016-12-15T13:03:00+0530,1308.4
2016-12-15T13:04:00+0530,1307
2016-12-15T13:05:00+0530,1295.9
2016-12-15T13:06:00+0530,1297.25
2016-12-15T13:07:00+0530,1298.85
2016-12-15T13:08:00+0530,1300
2016-12-15T13:09:00+0530,1297.9
2016-12-15T13:10:00+0530,1296.5
2016-12-15T13:11:00+0530,1297.95
2016-12-15T13:12:00+0530,1297.85
2016-12-15T13:13:00+0530,1297.1
2016-12-15T13:14:00+0530,1300.05
2016-12-15T13:15:00+0530,1300.9
2016-12-15T13:16:00+0530,1301.35
2016-12-15T13:17:00+0530,1302.5
2016-12-15T13:18:00+0530,1300.5
2016-12-15T13:19:00+0530,1301.25
2016-12-15T13:20:00+0530,1301.05
2016-12-15T13:21:00+0530,1301.5
2016-12-15T13:22:00+0530,1302.4
2016-12-15T13:23:00+0530,1303.5
2016-12-15T13:24:00+0530,1304.75
2016-12-15T13:25:00+0530,1305.9
2016-12-15T13:26:00+0530,1305.95
2016-12-15T13:27:00+0530,1305.95
2016-12-15T13:28:00+0530,1305
2016-12-15T13:29:00+0530,1305.6
2016-12-15T13:30:00+0530,1304.1
2016-12-15T13:31:00+0530,1304.1
2016-12-15T13:32:00+0530,1304.1
2016-12-15T13:33:00+0530,1306.65
2016-12-15T13:34:00+0530,1306.65
2016-12-15T13:35:00+0530,1308
2016-12-15T13:36:00+0530,1307.8
2016-12-15T13:37:00+0530,1308
2016-12-15T13:38:00+0530,1307.9
2016-12-15T13:39:00+0530,1308.65
2016-12-15T13:40:00+0530,1310.2
2016-12-15T13:41:00+0530,1309.3
2016-12-15T13:42:00+0530,1309.85
2016-12-15T13:43:00+0530,1310.8
2016-12-15T13:44:00+0530,1310.4
2016-12-15T13:45:00+0530,1310.15
2016-12-15T13:46:00+0530,1309
2016-12-15T13:47:00+0530,1308
2016-12-15T13:48:00+0530,1307.8
2016-12-15T13:49:00+0530,1307
2016-12-15T13:50:00+0530,1306.05
2016-12-15T13:51:00+0530,1306
2016-12-15T13:52:00+0530,1308.8
2016-12-15T13:53:00+0530,1306.55
2016-12-15T13:54:00+0530,1306.8
2016-12-15T13:55:00+0530,1308.45
2016-12-15T13:56:00+0530,1306.85
2016-12-15T13:57:00+0530,1306.85
2016-12-15T13:58:00+0530,1308.5
2016-12-15T13:59:00+0530,1308.55
2016-12-15T14:00:00+0530,1308.25
2016-12-15T14:01:00+0530,1306.75
2016-12-15T14:02:00+0530,1306.8
2016-12-15T14:03:00+0530,1306.9
2016-12-15T14:04:00+0530,1306.85
2016-12-15T14:05:00+0530,1306.85
2016-12-15T14:06:00+0530,1307
2016-12-15T14:07:00+0530,1306.75
2016-12-15T14:08:00+0530,1306
2016-12-15T14:09:00+0530,1304.2
2016-12-15T14:10:00+0530,1304.2
2016-12-15T14:11:00+0530,1304.85
2016-12-15T14:12:00+0530,1304.5
2016-12-15T14:13:00+0530,1304.5
2016-12-15T14:14:00+0530,1304.4
2016-12-15T14:15:00+0530,1302
2016-12-15T14:16:00+0530,1302.05
2016-12-15T14:17:00+0530,1302.6
